n=4, 234610, 0, 280, 12426, 0, 365, 189046, 0, 333, 234709, 0, 592
n=12, 229089, 0, 304, 1628, 0, 1922, 159226, 0, 306, 229210, 0, 639
n=20, 227562, 0, 303, 1550, 0, 2002, 111875, 0, 308, 227253, 0, 631
#n=50, 1294, 0, 270, 8746, 0, 500, 6253, 0, 600, 20000, 0, 400
